booking_id,passenger_id,flight_id,booking_date,status,passport_number,seat_number,emergency_contact_name,emergency_contact_phone,airline,source,destination,departure_time,arrival_time,duration_mins,is_overnight,duration_hhmm,route,is_delayed,departure_slot,payment_id,amount,payment_method,age,age_group,gender,first_name,last_name
B1228,P1864,SJ083,2026-04-17 11:37:36.951,CONFIRMED,06f36e74a35fd99a604d3a15c2694e8f3dc6694ac94c612fed353bf5a0347a4b,29D,K***,9e61f4d9a84960a54d1ca0bc65856bb4421a44765aba227a1ee4290fafa6dd76,SPICEJET,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,184.0,0.0,3h 4m,MAA to BLR,0.0,Early Morning (05-09),PAY1859,4629.36,CARD,84,60+,M,A***,S***
B1228,P1864,SJ083,2026-04-17 11:37:36.951,CONFIRMED,06f36e74a35fd99a604d3a15c2694e8f3dc6694ac94c612fed353bf5a0347a4b,29D,K***,9e61f4d9a84960a54d1ca0bc65856bb4421a44765aba227a1ee4290fafa6dd76,SPICEJET,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,184.0,0.0,3h 4m,MAA to BLR,0.0,Early Morning (05-09),PAY1910,7087.22,UPI,84,60+,M,A***,S***
B1229,P1098,UK073,2026-02-07 11:37:36.951,CONFIRMED,a5c095e6008cf1f5f4308e66e60a2d716c0fe7acb56eedc848caf974ed8043a2,13F,E***,b2dfb3091d3219dc69e781e79cdfab73ee40fc0fd19a8bb1284d8a442af5da4c,VISTARA,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,250.0,0.0,4h 10m,BLR to CCU,1.0,Night (21-05),,,,89,60+,F,R***,C***
B1230,P1953,6F169,2025-04-29 11:37:36.951,PENDING,858c657107ed7bfac1885df3b3cadae7ce70e7a3a84090f3a6958d79590d0870,6C,Y***,97455526df0c13a393274bb663e17aa61f33210c6dc6c779a85243d53642fdd3,INDIGO,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,279.0,0.0,4h 39m,BOM to DEL,1.0,Night (21-05),PAY1358,4531.77,CARD,73,60+,F,K***,I***
B1231,P1870,UK154,2026-04-06 11:37:36.951,CANCELLED,9b02c74373ad629e3de2e0b7bd5d78cde1ea37cb43a625106496782825f08dfd,27D,S***,a288cb473dda1839624544a56fcda3a3b6664c7c5a508aaf8a2dbe85f27e813d,VISTARA,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,237.0,0.0,3h 57m,MAA to HYD,1.0,Night (21-05),PAY1129,6547.3,UPI,86,60+,F,R***,P***
B1231,P1870,UK154,2026-04-06 11:37:36.951,CANCELLED,9b02c74373ad629e3de2e0b7bd5d78cde1ea37cb43a625106496782825f08dfd,27D,S***,a288cb473dda1839624544a56fcda3a3b6664c7c5a508aaf8a2dbe85f27e813d,VISTARA,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,237.0,0.0,3h 57m,MAA to HYD,1.0,Night (21-05),PAY1175,5009.12,UPI,86,60+,F,R***,P***
B1232,P1953,SJ169,2025-10-06 11:37:36.951,CONFIRMED,1ae37a10c709d4ace489fc079f22781c59a4a1da7df3d1b2ae6ca643cfc9f333,32F,V***,8637028a8dd0cdef3525b38be24c4f434e69ea514066f787980cec78bf81b7af,SPICEJET,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,286.0,0.0,4h 46m,BOM to MAA,1.0,Night (21-05),,,,73,60+,F,K***,I***
B1233,P1494,6F187,2025-05-13 11:37:36.951,CANCELLED,2dc25421dcc76c56f0403e8bdbdd00a1b976d928f6c1a700119442f674bf1e82,5F,A***,7a205f94f6ae51693d28225cac35b1f97f41ea023b2f51894f52d4bafe7bd005,INDIGO,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,258.0,0.0,4h 18m,BOM to MAA,1.0,Night (21-05),PAY1325,1617.29,NETBANKING,81,60+,F,K***,C***
B1234,P1946,UK210,2025-11-21 11:37:36.951,CANCELLED,7a6e9a6989abb42e4639fcdf6dd5437c366a5cfc6e62584957fc4bfd7224a972,33A,A***,a0ac7814922c6613a4289ba42dada974164768d010b1797c04d062e97dca7f66,VISTARA,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,55.0,0.0,0h 55m,DEL to CCU,0.0,Early Morning (05-09),PAY1102,7984.22,CARD,2,Under 18,M,A***,M***
B1235,P1979,6F250,2025-12-23 11:37:36.951,PENDING,aadc94234af5bae0904f70af71f64539b8154b55f7d977efce17a8ef70286914,13D,V***,afa1f79335ce512763de667d74a507cd613f21257e5d86633afa1199ff5d48c1,IndiGo,DEL,BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,244.0,0.0,4h 4m,DEL to BLR,1.0,Night (21-05),PAY1866,1236.74,CARD,11,Under 18,M,K***,G***
B1236,P1513,AI062,2025-07-05 11:37:36.951,CONFIRMED,532e90426141c53c9fc1e0f021c902679e652e09754b866daf448e25c3595ea2,25A,A***,4c76a3f844751f85ce13b03fd87e1fea8005cfeadc4012da2931823d273c10f2,AIR INDIA,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,36.0,0.0,0h 36m,MAA to DEL,0.0,Early Morning (05-09),,,,36,31-45,M,M***,K***
B1237,P1754,AI047,2025-11-16 11:37:36.951,NAN,0e0172b39f77234c40c049f986bce8727d79eefd3b2f55224a7a3776d0579710,15B,F***,4c4bf497e3c8c52a4d13747be80f54063215ae86576226a8991d23c2a52c838e,,,,,,,,,,,,,,,30,18-30,M,A***,G***
B1238,P1296,SJ186,2025-10-20 11:37:36.951,NAN,80e411002ba84e19a9f72edce5614b4774332dc2bfeacf9af6a1ccccf5071ab4,8E,W***,039879a6b1af03797951eb1e790b799fe36ead92d24857caa783181b79040733,SPICEJET,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,131.0,0.0,2h 11m,CCU to DEL,0.0,Early Morning (05-09),PAY1324,3231.46,UPI,17,Under 18,F,A***,J***
B1239,P1210,AI217,2025-11-17 11:37:36.951,CANCELLED,1f50c3fa42aad1bf639a7a6d073cd2fe372edd6d2184617dc34f3695d3872316,30A,G***,aecc305d946b6a9a8f104cd64f2e9b72fe5ce2a7aaed3bd241f8ef0af77256bf,AIR INDIA,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,137.0,0.0,2h 17m,CCU to BLR,0.0,Night (21-05),PAY1208,8821.9,UPI,32,31-45,F,S***,S***
B1240,P1122,UK100,2025-12-31 11:37:36.951,CONFIRMED,b896e3323bdb2d9ec836e2d119564a6d2116cdc4e517d6a5a337070ffa96e7af,17A,F***,21d507a2e1623bb0a5e4c223107dc15d870705572d91e3d224d48f7c5a11d315,VISTARA,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,152.0,0.0,2h 32m,CCU to BLR,0.0,Night (21-05),PAY1406,12241.53,UPI,23,18-30,M,A***,V***
B1241,P1228,UK116,2025-12-16 11:37:36.951,CONFIRMED,ddddfc04e3ff435eef618920e8335bbb7be67b91e6b7ce80f1109e14e4cc0df5,10A,M***,438469ced15615c1e0f32388c8d06910e125b13ea14ba95d8fa0474b587ea81f,VISTARA,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,228.0,0.0,3h 48m,CCU to BOM,1.0,Night (21-05),,,,80,60+,F,A***,I***
B1242,P1593,6F036,2025-12-01 11:37:36.951,CANCELLED,770046256800542b4ff1a06c93596e0459eb71df672c0317d67f616155fdffe6,26C,L***,c7e6f7ca0cabd3749385430174191389880ff0af122b1dc4e1d796e70b39187f,INDIGO,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,283.0,0.0,4h 43m,CCU to BLR,1.0,Night (21-05),,,,70,60+,F,M***,I***
B1243,P1655,AI175,2026-01-22 11:37:36.951,CANCELLED,01414f18a360db1178195bf70e6c379d655ecd2b25a608d5609a264f223863b0,29E,T***,b55d26095d4aa421676a3901f33c19f12b4c19ad66144fc1efcb5319ceb64b13,AIR INDIA,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,227.0,0.0,3h 47m,BOM to HYD,0.0,Night (21-05),,,,8,Under 18,M,A***,S***
B1244,P1387,UK051,2025-08-18 11:37:36.951,CONFIRMED,842a77f5ebed3e422b323f66a26284411c2a008ea9c36c13c4d92b5699a588d8,27D,O***,95b66c6a2a14f5e6617167698b5e16452d7d6fab5d55a26d58640b3cf45cc872,VISTARA,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,180.0,0.0,3h 0m,HYD to DEL,0.0,Night (21-05),PAY1248,4953.56,CARD,22,18-30,F,A***,S***
B1245,P1139,6F201,2026-04-17 11:37:36.951,NAN,ee8876ec1ec86d665a66787066028153a5e7b94e12f97223847810fd3ed0e0d6,26A,G***,a344ab36b722bedeaaf08716bd2340abe23b6c0d2ef2b81175e264d1c4b291aa,INDIGO,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,280.0,0.0,4h 40m,CCU to BOM,1.0,Night (21-05),PAY1639,3162.91,CARD,15,Under 18,F,A***,A***
B1246,P1540,6F230,2026-04-09 11:37:36.951,CONFIRMED,ba6605847936e1a4fb01595e643cddae87b497bde5197cc2c18afa6069820d9e,33B,O***,8195aa318748f86704aa1e7caa99cba8e78434a7d9628588a26dc93073964f2e,INDIGO,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,193.0,0.0,3h 13m,CCU to BLR,0.0,Night (21-05),PAY1784,11516.06,CARD,28,18-30,F,K***,K***
B1247,P1390,SJ138,2025-08-13 11:37:36.951,CANCELLED,835e7fa1c7bb3da5fd31ff6d43b14945cea3b726f639475f484ba80220f17326,15F,S***,018d41cc51153e97d71547faf40fec38fe909895a1e0c781d4ebfebc2b379944,,,,,,,,,,,,PAY1953,7658.69,CARD,86,60+,F,A***,M***
B1248,P1269,AI246,2026-03-04 11:37:36.951,PENDING,2e0701a3ba9fe14338637fc476c0002b3d45fa299ffcebd0a57df2cf3d54cbba,16B,L***,db548074f5ff55b41107906f14ec9774fd5218a93d8d47246777a013a0868d13,AIR INDIA,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,199.0,0.0,3h 19m,BOM to BLR,0.0,Night (21-05),,,,33,31-45,M,A***,V***
B1249,P1758,6F179,2025-06-06 11:37:36.951,CANCELLED,fabcaa49b5b60f25f6c17bb0e0eaeb884c395d71ee87e1adf22ddea0968697ca,26B,L***,2f4b03a33786291c8e6bc8496c6cdfc851f01ee839d3890137bfb79fd07829fb,INDIGO,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0,0.0,4h 15m,HYD to MAA,1.0,Night (21-05),PAY1320,1969.22,UPI,52,46-60,M,S***,A***
B1249,P1758,6F179,2025-06-06 11:37:36.951,CANCELLED,fabcaa49b5b60f25f6c17bb0e0eaeb884c395d71ee87e1adf22ddea0968697ca,26B,L***,2f4b03a33786291c8e6bc8496c6cdfc851f01ee839d3890137bfb79fd07829fb,INDIGO,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0,0.0,4h 15m,HYD to MAA,1.0,Night (21-05),PAY1494,3055.22,NETBANKING,52,46-60,M,S***,A***
B1250,P1011,6F031,2026-01-28 11:37:36.951,CANCELLED,95a083980a14abb5f08f84eb9a7a9862ba2c0cb5124ca543bcfb075d7cad74b6,16F,A***,355218b0eb792ee2a1666248cfb27c5b2b8715fac8fa0e5c059db8c3f08f8056,INDIGO,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,277.0,0.0,4h 37m,BOM to BLR,1.0,Night (21-05),PAY1758,6497.92,NETBANKING,3,Under 18,M,S***,N***
B1251,P1866,UK015,2025-08-30 11:37:36.951,PENDING,692ba7d8fd954faac57d0b1c5fc9a209994722736a08c18cb3fb257ec39400b3,29A,C***,bdda6ee0d75b9943f9e8cc1d256a7475b9f13adef92c5d7862a9e1c15403bc80,VISTARA,BLR,BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,107.0,0.0,1h 47m,BLR to BOM,0.0,Night (21-05),PAY1521,6952.65,UPI,68,60+,F,I***,G***
B1252,P1388,UK001,2025-04-21 11:37:36.951,CANCELLED,e4d5a689f7e5e2234bd33c66c7b97a89e2a0240b6fffaef094e2d9bc5308edee,27C,O***,237d8b03c85faaf9a854d601a35c7102ca447e6a184b9a1a739c84b688c6c4ac,VISTARA,CCU,DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,85.0,0.0,1h 25m,CCU to DEL,0.0,Early Morning (05-09),PAY1805,1480.08,CARD,58,46-60,M,R***,D***
B1253,P1336,6F133,2026-02-27 11:37:36.951,CANCELLED,ec3da070456e27705fdeefb753a33479fa76ad992db5ca5df130af7da2c15c15,15E,T***,b8505cc8291264356e574734a7000b0affafecdaee7e6be8c3dbdaef549981f7,INDIGO,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,107.0,0.0,1h 47m,MAA to BLR,0.0,Night (21-05),PAY1266,2152.89,NETBANKING,33,31-45,M,A***,I***
B1253,P1336,6F133,2026-02-27 11:37:36.951,CANCELLED,ec3da070456e27705fdeefb753a33479fa76ad992db5ca5df130af7da2c15c15,15E,T***,b8505cc8291264356e574734a7000b0affafecdaee7e6be8c3dbdaef549981f7,INDIGO,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,107.0,0.0,1h 47m,MAA to BLR,0.0,Night (21-05),PAY1439,14029.28,NETBANKING,33,31-45,M,A***,I***
B1254,P1505,6F143,2025-07-22 11:37:36.951,CANCELLED,90bc1af8433be5e72ca3b18c7cefb9132a23e107a64f6b3be63c268e4f7d3d7b,5D,T***,46fa916352055da53d8b7bcc22d4319332075c209fcad152f7e76bc65c529d19,INDIGO,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,239.0,0.0,3h 59m,CCU to DEL,1.0,Night (21-05),,,,89,60+,F,M***,M***
B1255,P1105,UK165,2025-09-22 11:37:36.951,CANCELLED,3d74283793a945a73d8a8089f9c8524779f26bc533a190b783c64253de0fbcec,23F,R***,3ce49a36c51921c67eea939c8ae46903cb5973cec762ce6575c73c1c22cb9065,VISTARA,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,253.0,0.0,4h 13m,DEL to BLR,1.0,Night (21-05),PAY1160,1412.67,CARD,63,60+,F,M***,S***
B1256,P1031,6F083,2025-08-10 11:37:36.951,CANCELLED,011b639bab1812d8af21592e45b238ad1e62c5fa70fc47de12f99075c271392a,22B,A***,9012bdd9161fbc0f9a322d9cd984e5e4db05e9f8b20b5556c3973974b1662499,INDIGO,BLR,DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,39.0,0.0,0h 39m,BLR to DEL,0.0,Early Morning (05-09),PAY1105,2040.64,NETBANKING,80,60+,M,S***,P***
B1257,P1073,AI082,2025-08-19 11:37:36.951,CANCELLED,92c5e98f89a2d8605056e1c9f47e5ec2d9a394633abdffcf23491fe7030ba22b,11C,G***,35bf3c9a3fd86e876145dc488fee94424d48ae9790ff0572eef410ce4ab8ba5a,AIR INDIA,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0,0.0,2h 42m,DEL to CCU,0.0,Night (21-05),PAY1390,13028.65,NETBANKING,44,31-45,M,A***,P***
B1258,P1170,AI164,2025-10-28 11:37:36.951,CANCELLED,3f2f6b0a1f35ffbb3e6bdada3326ad14bc67439683b90b93b07572e792384224,21F,N***,36f37d1e8c3052029f815170ab4b432fa5ff791413171157d48a59fe4600660d,AIR INDIA,DEL,BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,108.0,0.0,1h 48m,DEL to BLR,0.0,Night (21-05),,,,89,60+,F,A***,M***
B1259,P1848,SJ155,2026-01-19 11:37:36.951,CANCELLED,0866496795f7ee0c54f93a4f6216de8a76b68f5cef2004a8770b8a04d91aca0a,31F,J***,8a75719712b1325ac9a62c22c353ed08f5825563a8e3fc10d65e8086e21d0ad9,SPICEJET,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,300.0,0.0,5h 0m,DEL to CCU,1.0,Night (21-05),PAY1348,12805.67,CARD,23,18-30,M,K***,R***
B1260,P1068,AI189,2026-01-04 11:37:36.951,CANCELLED,d217dcbd55b3241320246c219370091c043a533d96400b1b672dc7273e56aa67,1D,A***,e5c6d5d7905ad2929865b44ece5e610652fdc0ab2046846513ba4e2fc593ecfa,AIR INDIA,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0,0.0,1h 48m,CCU to DEL,0.0,Night (21-05),PAY1126,9458.88,NETBANKING,54,46-60,M,S***,B***
B1260,P1068,AI189,2026-01-04 11:37:36.951,CANCELLED,d217dcbd55b3241320246c219370091c043a533d96400b1b672dc7273e56aa67,1D,A***,e5c6d5d7905ad2929865b44ece5e610652fdc0ab2046846513ba4e2fc593ecfa,AIR INDIA,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0,0.0,1h 48m,CCU to DEL,0.0,Night (21-05),PAY1153,2117.99,NETBANKING,54,46-60,M,S***,B***
B1260,P1068,AI189,2026-01-04 11:37:36.951,CANCELLED,d217dcbd55b3241320246c219370091c043a533d96400b1b672dc7273e56aa67,1D,A***,e5c6d5d7905ad2929865b44ece5e610652fdc0ab2046846513ba4e2fc593ecfa,AIR INDIA,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0,0.0,1h 48m,CCU to DEL,0.0,Night (21-05),PAY1877,4716.99,NETBANKING,54,46-60,M,S***,B***
B1261,P1812,SJ057,2025-12-21 11:37:36.951,CONFIRMED,5d95aec4b2989b44f575b03e9226265a608140eeaa04976409f598f89c0b52fe,34A,A***,ffaca3266d987d5ee823289aa734598a35ab2dbb2d479101079d78c0808abc68,SPICEJET,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,192.0,0.0,3h 12m,BOM to CCU,0.0,Night (21-05),,,,46,46-60,F,M***,P***
B1262,P1361,SJ198,2025-05-07 11:37:36.951,CONFIRMED,3243e52c2aea6ef3f4135af4d485153da7e39b2077eadcae91724e734c187b68,16F,P***,bde30d59ba1a8c7d2dc0f2e04f64f2db30e7fdd7309be3cec6e64030830d55fe,SPICEJET,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0,0.0,4h 41m,CCU to BOM,1.0,Night (21-05),PAY1475,3896.83,UPI,25,18-30,F,A***,P***
B1262,P1361,SJ198,2025-05-07 11:37:36.951,CONFIRMED,3243e52c2aea6ef3f4135af4d485153da7e39b2077eadcae91724e734c187b68,16F,P***,bde30d59ba1a8c7d2dc0f2e04f64f2db30e7fdd7309be3cec6e64030830d55fe,SPICEJET,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0,0.0,4h 41m,CCU to BOM,1.0,Night (21-05),PAY1622,6722.37,UPI,25,18-30,F,A***,P***
B1263,P1648,6F122,2026-01-03 11:37:36.951,CANCELLED,88b271adbfca4f88c11de2f9e2f90ce564b9a23c1d769847026eccb2b8973087,6C,T***,35a770b59dc1ebbb37b5c252aa3965aeafdf30caf499a477438c65667b275bac,INDIGO,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,224.0,0.0,3h 44m,DEL to BLR,1.0,Night (21-05),PAY1648,1483.05,NETBANKING,12,Under 18,M,A***,A***
B1263,P1648,6F122,2026-01-03 11:37:36.951,CANCELLED,88b271adbfca4f88c11de2f9e2f90ce564b9a23c1d769847026eccb2b8973087,6C,T***,35a770b59dc1ebbb37b5c252aa3965aeafdf30caf499a477438c65667b275bac,INDIGO,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,224.0,0.0,3h 44m,DEL to BLR,1.0,Night (21-05),PAY1665,10997.85,UPI,12,Under 18,M,A***,A***
B1264,P1432,SJ097,2026-04-15 11:37:36.951,CONFIRMED,8c2d1700c3e2faf8cd74224ff86a6311a9a3e73fb4a3000dbdcb442225647a0a,12A,C***,af6f62e36007ffbd792c790b6fd5229a9eea0f96a9b2deb9797f3c3f4895c097,SPICEJET,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,170.0,0.0,2h 50m,BOM to CCU,0.0,Night (21-05),PAY1277,3936.86,NETBANKING,69,60+,F,S***,C***
B1264,P1432,SJ097,2026-04-15 11:37:36.951,CONFIRMED,8c2d1700c3e2faf8cd74224ff86a6311a9a3e73fb4a3000dbdcb442225647a0a,12A,C***,af6f62e36007ffbd792c790b6fd5229a9eea0f96a9b2deb9797f3c3f4895c097,SPICEJET,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,170.0,0.0,2h 50m,BOM to CCU,0.0,Night (21-05),PAY1655,4662.75,UPI,69,60+,F,S***,C***
B1265,P1928,UK203,2025-08-06 11:37:36.951,PENDING,a70863b1cb34d2b8fcdcd9f34ccbe2cb85796979dcd0b501317cbede3ee36c4a,28F,L***,7d8e3d4fcc33b0b5f85a362c0a1949148a12ba3a5bb69968c47d3e41e6b62889,VISTARA,BLR,HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,72.0,0.0,1h 12m,BLR to HYD,0.0,Night (21-05),,,,12,Under 18,M,S***,A***
B1266,P1995,UK093,2026-01-16 11:37:36.951,CONFIRMED,e1b717c40c56b60c0c38d68ccb8497a4968cf44ed4db65396ea037096e11be45,27F,S***,4a5117a55d69b9036f9134d13b6f48b92fbb3a580ebebbae9eb65191310234dd,VISTARA,HYD,CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,50.0,0.0,0h 50m,HYD to CCU,0.0,Night (21-05),PAY1815,14431.32,UPI,18,18-30,F,A***,V***
B1267,P1099,AI205,2025-05-21 11:37:36.951,CANCELLED,a0877eb94c49482f8604ef6a0f0070d9356224c7b2e8d53d0b0db4fcba41b236,32A,E***,da4b4142b39135db49f20d461cd49c3b240f02ed23afd2e0e1f48f8011ec3bd2,AIR INDIA,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,108.0,0.0,1h 48m,BLR to BOM,0.0,Night (21-05),PAY1718,2158.29,CARD,71,60+,F,V***,A***
B1267,P1099,AI205,2025-05-21 11:37:36.951,CANCELLED,a0877eb94c49482f8604ef6a0f0070d9356224c7b2e8d53d0b0db4fcba41b236,32A,E***,da4b4142b39135db49f20d461cd49c3b240f02ed23afd2e0e1f48f8011ec3bd2,AIR INDIA,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,108.0,0.0,1h 48m,BLR to BOM,0.0,Night (21-05),PAY1787,14150.69,UPI,71,60+,F,V***,A***
B1268,P1657,AI102,2026-01-16 11:37:36.951,INVALID,2968b84ef03dd2e77248902442d9acc6f73fd5510e01a68f1ba5f8e686ba1c59,12A,L***,1dda9c21f9a78e3af1bd51be7eb5d8ee2405d9dfd8a059f9f43785118cff5a31,AIR INDIA,CCU,BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,291.0,0.0,4h 51m,CCU to BLR,1.0,Night (21-05),PAY1595,13289.27,CARD,8,Under 18,F,S***,K***
B1269,P1008,6F046,2025-09-06 11:37:36.951,CONFIRMED,9b81303d8e34b66712bc1ab84c6048ede85a284b76abe4ec841c300f1dcacfd1,4C,O***,9552aa2d09e4d935584c9251997b2ac3afa12110d9da2fe53a5d4e0b78985bc5,INDIGO,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,221.0,0.0,3h 41m,DEL to BLR,0.0,Night (21-05),PAY1130,6692.76,UPI,75,60+,M,K***,P***
B1269,P1008,6F046,2025-09-06 11:37:36.951,CONFIRMED,9b81303d8e34b66712bc1ab84c6048ede85a284b76abe4ec841c300f1dcacfd1,4C,O***,9552aa2d09e4d935584c9251997b2ac3afa12110d9da2fe53a5d4e0b78985bc5,INDIGO,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,221.0,0.0,3h 41m,DEL to BLR,0.0,Night (21-05),PAY1394,14606.94,CARD,75,60+,M,K***,P***
B1270,P1573,SJ017,2025-06-02 11:37:36.951,NAN,647ce5f32b9c59f5427a4af79376f69631f0c531d6dbfa83bea900ba46e0f0f7,22E,F***,5157bcef5aae76b34327a72adac3a8f5c1e131498d6e0bf50093bd11a258e86b,SPICEJET,DEL,MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,123.0,0.0,2h 3m,DEL to MAA,0.0,Night (21-05),,,,40,31-45,F,I***,S***
B1271,P1696,6F156,2025-10-20 11:37:36.951,PENDING,4b580c8f1982ed774ff011f185189ff1aacd7e5a9ea431392db40882363fa231,28B,A***,3c87c792f21200b8098f4e5787b6db8e86d8ea0a881ac80eec7820cce453fc85,INDIGO,MAA,BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,154.0,0.0,2h 34m,MAA to BOM,0.0,Night (21-05),PAY1416,12211.33,NETBANKING,27,18-30,M,R***,S***
B1272,P1028,AI068,2025-07-18 11:37:36.951,PENDING,62b1ce0b1bdc76c665485f5ab12130f92feeaca8c7acfc98cb7194614c920f51,19A,C***,27b71b39144df95b26ce956f879b15ec8567e3112d7a6fcba38b0cefc3432ab5,AIR INDIA,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.0,0.0,2h 0m,BOM to BLR,0.0,Night (21-05),PAY1155,7902.41,UPI,59,46-60,F,A***,M***
B1272,P1028,AI068,2025-07-18 11:37:36.951,PENDING,62b1ce0b1bdc76c665485f5ab12130f92feeaca8c7acfc98cb7194614c920f51,19A,C***,27b71b39144df95b26ce956f879b15ec8567e3112d7a6fcba38b0cefc3432ab5,AIR INDIA,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.0,0.0,2h 0m,BOM to BLR,0.0,Night (21-05),PAY1546,12486.95,UPI,59,46-60,F,A***,M***
B1272,P1028,AI068,2025-07-18 11:37:36.951,PENDING,62b1ce0b1bdc76c665485f5ab12130f92feeaca8c7acfc98cb7194614c920f51,19A,C***,27b71b39144df95b26ce956f879b15ec8567e3112d7a6fcba38b0cefc3432ab5,AIR INDIA,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.0,0.0,2h 0m,BOM to BLR,0.0,Night (21-05),PAY1909,10043.5,CARD,59,46-60,F,A***,M***
B1273,P1892,AI150,2025-06-05 11:37:36.951,NAN,af1ee981030747756c35116d513fb15db642812f87941fc7104b9269dced0d3b,28B,U***,71fa8013fa6fa4296e741acfbad2eed3938f156e1598fa6868da29a267fbbbbc,AIR INDIA,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,47.0,0.0,0h 47m,BOM to DEL,0.0,Night (21-05),PAY1238,5268.31,UPI,75,60+,F,A***,M***
B1273,P1892,AI150,2025-06-05 11:37:36.951,NAN,af1ee981030747756c35116d513fb15db642812f87941fc7104b9269dced0d3b,28B,U***,71fa8013fa6fa4296e741acfbad2eed3938f156e1598fa6868da29a267fbbbbc,AIR INDIA,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,47.0,0.0,0h 47m,BOM to DEL,0.0,Night (21-05),PAY1651,3873.81,CARD,75,60+,F,A***,M***
